6       3       2
1
126     gorge, and plummets into a bottomless pit far off to your left.  To
126     the right, an immense geyser of blistering steam erupts continuously
126     from a barren island in the center of a sulfurous lake, which bubbles
126     ominously.  The far right wall is aflame with an incandescence of its
126     own, which lends an additional infernal splendor to the already
126     hellish scene.  A dark, foreboding passage exits to the south.
127     You are in a small chamber filled with large boulders.  The walls are
127     very warm, causing the air in the room to be almost stifling from the
127     heat.  The only exit is a crawl heading west, through which is coming
127     a low rumbling.
128     You are walking along a gently sloping north/south passage lined with
128     oddly shaped limestone formations.
129     You are standing at the entrance to a large, barren room.  A sign
129     posted above the entrance reads:  "Caution!  Bear in room!"
129     A passage leads to the north behind you.
130     You are inside a barren room.  The center of the room is completely
130     empty except for some dust.  Marks in the dust lead away toward the
130     far end of the room.  The only exit is the way you came in.
131     You are in a maze of twisting little passages, all different.
132     You are in a little maze of twisty passages, all different.
133     You are in a twisting maze of little passages, all different.
134     You are in a twisting little maze of passages, all different.
135     You are in a twisty little maze of passages, all different.
136     You are in a twisty maze of little passages, all different.
137     You are in a little twisty maze of passages, all different.
138     You are in a maze of little twisting passages, all different.
139     You are in a maze of little twisty passages, all different.
140     Dead end.
141     You are on a narrow promontory at the foot of a waterfall, which
141     spurts from an overhead hole in the rock wall and splashes into a
141     large reservoir, sending up clouds of mist and spray.
141     Through the thick white mist looms a polished marble slab, to
141     which is affixed an enormous rusty iron anvil.  In golden letters
141     are written the words: "Whoso Pulleth Out This Sword of This
141     Stone and Anvil, is Rightwise King-Born of All This Mountain."
141     There is a narrow chimney on the east side of the promontory,
141     and a small path runs north beside the waterfall.
142     You are on a narrow shelf above and east of the top of a very steep
142     chimney.  A long smooth granite slide curves down out of sight
142     to the east.  If you go down the slide, you may not be able to
142     climb back up.
143     You are in the throne room of the Mountain King, with a western exit.
144     You are in a small alcove behind the throne room.  There are no
144     exits from this room.
145     You are dragged down, down, into the depths of the whirlpool.
145     Just as you can no longer hold your breath, you are shot out over
145     a waterfall into the shallow end of a large reservoir.  Gasping
145     and sputtering, you crawl weakly towards the shore....
146     You are in a small clearing in the midst of a dense forest, next
146     to a stone spire with a wooden doorway.  An overgrown roadway runs
146     near here.  The trees make progress impossible to the east, but
146     seem to thin out a bit towards the west and north.
147     You are at the high point of a wide grassy knoll, partially surrounded
147     by dense forest.  The land rises to the south and east, and drops off
147     sharply to the north and west.  The air smells of sea water.
148     You are at the edge of a trackless salt marsh.  Tall reeds obscure
148     the view except to the south where you can see a grassy knoll.
149     You're in a trackless salt marsh.
150     You're in a trackless salt marsh.
151     You're in a trackless salt marsh.
152     You're in a trackless salt marsh.
153     You're on a sandy beach at the edge of the open sea.  The beach
153     stretches out of sight to the south.  To the north, the beach ends
153     in cliffs and broken rocks.
154     You are at a jumble of large broken rocks.  A gentle path leads up
154     to the top of the nearby cliffs.  A narrow treacherous path
154     disappears among the rocks at the foot of the cliff.
155     You are on a high cliff overlooking the sea.  Far below the
155     rolling breakers smash into a jumble of large broken rocks.
155     The thunder of the surf is deafening.
156     You're at the bottom of the cliff, smashed to smithereens by the
156     pounding surf.
157     You are at Thunder Hole, a funnel shaped cavern opening onto the sea.
157     The noise of the surf pounding against the outer rocks of the cave is
157     amplified by the peculiar shape of the cave, causing a thunder-like
157     booming sound to reverberate throughout the cave.  Outside, a narrow
157     path leads south towards some large rocks.
158     You are in a gigantic room at the top of a wide arched staircase.
158     On the east side, there is a tiny door no more than six inches high.
158     Above it, far out of reach, is a overhanging shelf.
159     You are in a low cramped chamber at the back of a small cave.
159     There is a shelf in the rock wall at about the height of your
159     shoulder.
160     You are on a wide ledge, bounded on one side by a rock wall,
160     and on the other by a sheer cliff.  The only way past is through
160     a large wrought-iron door.
161     You feel dizzy...Everything around you is spinning, expanding,
161     growing larger....  Dear me!  Is the cave bigger or are you smaller?
162     You are again overcome by a sickening vertigo, but this time
162     everything around you is shrinking...Shrinking...
163     You are again overcome by a sickening vertigo, but this time
163     everything is shrinking... I mean, you are growing.  This is
163     terribly confusing.
164     You feel dizzy...Everything around you is spinning, expanding,
164     growing larger....
165     You're at the bottom of the cliff with a broken neck.
166     You are at the western tip of the Blue Grotto.  A large lake almost
166     covers the cavern floor, except for where you are standing.  Small
166     holes high in the rock wall to the east admit a dim light.  The
166     reflection of the light from the water suffuses the cavern with
166     a hazy bluish glow.
167     You are on the shore of an underground sea.  A high wooden
167     structure of vast proportions extends out into the water to the
167     east.  The way west is through a wrought-iron door.
168     You are on the eastern shore of the Blue Grotto.  An ascending
168     tunnel disappears into the darkness to the east.
169     You are at a high rock on the NE side of a watery chamber at the mouth
169     of a small brook.  An unknown gas bubbles up through the water from
169     the chamber floor.  A bluish light can be seen to the southwest.
170     You are in a long tunnel running from east to west.  A wind is
170     blowing up the tunnel from the water below, giving rise to an
170     eerie sound as it passes over the small cracks in the wall.
171     When the syllable fades from your lips, you have a fleeting
171     sensation that you are shrinking into nothingness.  The feeling
171     leaves you dizzy and you stumble over.  Unfortunately, before any
171     sprites can rescue you, you feel yourself slipping into a torrent
171     of water and being dragged down into a yawning chasm (formerly a
171     two-inch slit).
172     You are in a very tight N/S crack.  The passage seems to widen to
172     the south.
173     You are in a very tight N/S crack.  The passage south is blocked
173     by a recent cave-in.
174     You're in the Cloakroom.  This is where the dreaded Wumpus repairs
174     to sleep off heavy meals.  (Adventurers are his favorite dinner!)
174     Two very narrow passages exit NW and NE.
175     You are in a rough passage with exits to the east and north.
176     You are in a pit of enormous proportions and you can just barely
176     see the top of the wall far out of reach above you.  In front of
176     you are large bars of iron through which you could easily pass,
176     but below which there is a precipitous drop into nothingness.
177     You are at the north end of a narrow passage near a hole in the floor.
178     The NE passage is blocked by a recent cave-in.
179     You are in a sloping muddy defile, next to a tumbling brook.
180     You are in a level E/W passage partially blocked by an overhanging
180     tongue of rock.  A steep scramble would take you up over the tongue,
180     whence continues an upward crawl.
181     The dog won't let you pass.
182     You're at the end of a long level hall which runs to the east.
182     A steep crawl descends from here as well.
183     You are in a star-shaped chamber.  Passages exit north, east, west,
183     SE and SW.
184     You are in a winding E/W passage.
185     As you utter the magic word, you immediately become disoriented
185     and you feel like your body is twisting and turning in a variety
185     of directions.  The sensation lasts for a few moments, and you
185     quickly return to normal.
186     You're at the intersection of two long tunnels.  One goes NW,
186     the other NE.
187     You're in a long narrow N/S passage which begins to twist and turn
187     toward its northern end.
188     You're in the Rotunda.  Corridors radiate to the southwest, east and
188     west.  There is a telephone booth standing against the north wall.
189     You are standing in a telephone booth at the side of a large chamber.
189     Hung on the wall is a banged-up pay telephone of ancient design.
190     You're at the Devil's Chair, a large crystallization shaped like a
190     seat, at the edge of a black abyss.  You can't see the bottom.
190     An upward path leads away from the abyss.
191     You're in a dead-end crack.
192     You're on a small gravel beach at the south wall of the Blue Grotto.
192     A gravelly path leads southeast.
193     You are in the Flower Room.  The walls are covered with colorful,
193     intricate, flower-like patterns of crystallized gypsum.
194     You are at the end of a short E/W corridor.
195     You are looking west from the end of a short E/W corridor.  At your
195     feet is a pile of loose rubble.  On your left is a hole into another
195     chamber.
196     You are in an arched hall.  The remnants of a now-plugged coral
196     passage lie to the east.  The north wall has partially crumbled,
196     exposing a large connecting hole to another room.
197     You're in the Vestibule, a short passageway between two rooms to the
197     east and north.  There is also a sandy path leading down to the west.
198     You are in the Fairy Grotto.  All around you innumerable stalactites,
198     arranged in immense colonnades, form elegant arches.  On every side
198     you hear the dripping of water, like the footsteps of a thousand
198     fairies.  A small stream runs from the SW corner.  A bright glow
198     emanates from the south side of the grotto, and a steep passage
198     descends to the east.
199     You have approached the lower end of a steep passage, but it is
199     just too cold here to hang around, and you aren't properly equipped
199     to continue.  With teeth chattering, you climb back up....
200     You are in the Crystal Palace.  An overhead vein of phosphorescent
200     quartz casts a luminous glow which is reflected by countless chips of
200     mica embedded in both walls, which consist of some sort of highly
200     reflective glass, apparently of volcanic origin.  A winding path
200     of yellow sandstone leads east and another passage exits north.
201     You are following a yellow sandstone path which runs from east to
201     west here and joins with a rocky path leading north.  There is a
201     bright glow to the west.
202     You are in a very tall chamber whose walls are comprised of many
202     different rock strata.  Layers of red and yellow sandstone
202     intertwine with bright bands of calcareous limestone in a rainbow-
202     like profusion of color.  The rainbow effect is so real, you
202     are almost tempted to look for a pot of gold!  Poised far over
202     your head, a gigantic slab, wedged tightly between the north and
202     south walls, forms a natural bridge across the roof of the chamber.
202     There are exits on the east and west.
203     You're in a steeply sloping passage.  It is very cold here.
204     You are in the Hall of Ice, in the deepest part of the caverns.
204     During winter, frigid outside air settles here, making this room
204     extremely cold all year round.  The walls and ceilings are covered
204     with a thick coating of ice.  An upward passage exits to the west.
205     You are standing near the edge of a slab far above the floor of a
205     circular chamber whose walls are a rainbow of multi-colored rock.
205     There is a small stairway leading down to the west.
206     You are in a low, wide room below another chamber.  A small green
206     pond fills the center of the room.  The lake is apparently spring-
206     fed.  A large passage continues west.
207     You are in a small cavern behind a waterfall which tumbles down
207     before you.  A narrow path leads westward skirting the edge of
207     the falls and a mist-filled chimney climbs steeply to the east.
208     You are in a tall canyon on the south side of a raging river
208     which enters from the east over a cascading waterfall that covers
208     much of the area with a fine mist.  Written in the mud in crude
208     letters are the words: "You Have Found Lost River."  A wide path
208     leads west along the bank.  The pathway narrows to the east where
208     it seems to disappear into the waterfall.
209     You are standing on a large flat rock table at the western end of
209     Lost River Canyon.  Beneath your feet, the river disappears amidst
209     foam and spray into a large sinkhole.  A gentle path leads east
209     along the river's south shore.
210     As you sit in Devil's Chair, the rock seat quickly tips into the
210     formation and you find yourself sliding down a smoothly carved
210     chute which winds its way down through the rock.  After a few
210     moments, your slide ends abruptly as you exit into empty space
210     and fall (slightly bruised, but otherwise unhurt) to the floor
210     of a chamber below.
211     The staircase is now unclimbable.
212     You are standing in a telephone booth at the side of the Repository.
213     You're at the east end of a level passage at a hole in the floor.
214     You're at the north edge of a dark cove.  There is a passage to
214     the northeast.
215     You are in a dry granite basin, worn smooth eons ago by water
215     swirling down from a now-dry spillway.  The basin runs from
215     northeast to southwest here.
216     You're in a dry spillway east of and above a smooth rock basin.
217     You are in the Winery, a cool dark room which extends some
217     distance off to the east.  A spillway exits down and to the west.
218     You are to the east of the Winery, where the room ends in a thicket
218     of high, sharp, pointed, climable limestone pinnacles.  There is a
218     narrow ledge just above the top of the spires.
219     You are at the southern end of a high-vaulted cavern whose roof
219     rises over fifty meters to culminate in a series of pointed
219     arches directly over your head.  There are also two low arches to
219     either side, forming side portals which give the entire area the
219     feel of a Gothic cathedral.  Behind you, there is a hole in the
219     wall about fifteen feet above your head but the wall is much too
219     smooth for you to climb.
220     You're at the east portal of the Gothic Cathedral.
221     You're at the west portal of the Gothic Cathedral.
222     You are at the foot of the Altar, an immense, broad stalagmite.
222     The room opens behind you to the south.
223     You're on top of an enormous, broad stalagmite.  There is a hole
223     in the ceiling overhead.
224     You are in a room the size and shape of a small crypt.  A narrow
224     cut exits east.  There is a hole in the floor.
225     You are in the Gothic Chapel, a small chamber adjoining the Gothic
225     Cathedral.
226     You are on the floor of the Rainbow Room.  In fact, you are spread
226     *ALL OVER* the floor of the Rainbow Room.
227     You are in a dimly lit passage behind Thunder Hole.  Etched into
227     the rock wall are the ominous words:
227     *       "You are approaching the River Styx.       *
227     *        Lasciate Ogni Speranza Voi Ch'Entrate."   *
228     You are at the River Styx, a narrow little stream cutting directly
228     across the passageway.  The edge of the stream is littered with sticks
228     and other debris washed in by a recent rainfall.  On the far side
228     of the river, the passage continues east.
229     You're on the east side of the river.  There is a very wide stairway
229     here leading up to a large room.
230     You are on a ledge at the northern end of a long N/S crawl.  The
230     ledge is above a large number of sharp vertical limestone spires.
230     An attempt to climb down could be dangerous, particularly if you're
230     carrying anything large or unwieldy.
231     The oaken cask shifts position as you climb down, and you find
231     yourself neatly skewered on the point of a limestone spire.
232     You have poled your boat across the calm water.
233     You have poled your boat across the dark water.
234     You have poled your boat across the Blue Grotto.
235     You're at Dante's Rest, on the north side of a yawning dark chasm.
235     A passage continues west along the chasm's edge.
236     As you click the heels of the ruby slippers, the world around you
236     is transformed into a swirling mist and you get the sensation that
236     you are moving at great speed -- so great, in fact, that your
236     possessions are stripped away by the sudden rush of wind.  Soon,
236     however, your speed decreases and the mist begins to clear.
237     As you click the heels of the ruby slippers, the world around you
237     is transformed into a swirling mist and you get the sensation that
237     you are moving at great speed -- so great, in fact, that your
237     possessions are stripped away by the sudden rush of wind.  This
237     time, the wind is so strong that you feel even the slippers fall
237     from your feet into the void.  In the distance, you hear a voice
237     saying, "There's no place like home."  The mist clears swiftly,
237     and you find yourself back in familiar territory.
238     You're in the caretaker's pantry.
239     You are in a small tunnel which has been dug through the rainbow
239     colored strata.  The only exit is a stairway leading up.
240     As you crawl around in the tunnels, you hear a rumbling noise and
240     you notice that the cavern roof is beginning to give way.  You
240     quickly try to make your escape, but you can't make it out in
240     time and are buried in the landslide.
241     You are standing on a large mountain with steep cliffs leading
241     down on all sides.  On the far side of the cliffs you can see
241     in the distance several fierce-looking animals of gigantic size.
241     You're only safe path of escape leads through several giant
241     columns of iron to the south.
242     You are on the far side of the massive iron columns.  There
242     is a reddish glow to the south, but the path is blocked by
242     a wide fissure which is much too large to cross.  The cave seems
242     very warm here.
243     You are standing at the south side of a locked grate which
243     leads into the repository to the north.  There is a passage
243     south which leads slightly downward toward an area lit by
243     a dull reddish glow.  The floor of the passage is broken by
243     some small fissures which you can easily step across.  The
243     walls of the cave here are quite warm and you can feel an
243     intense heat radiating from the southern corridor.
244     A few steps ahead of you, the passage has been blocked by
244     a flow of molten lava which has melted its way into the
244     chamber.  It is almost too hot to breathe here.
245     You are at the bottom of a small, climbable pit.
246     You are about midway along a beanstalk which grows through a
246     hole in the ceiling directly above you.  The entire room is
246     bathed in light from torches hanging on the wall at this level.
247     You are in a large room which seems to have been recently
247     carved out of solid rock.  There is a beanstalk here growing
247     up out of a hole in the floor.  There is also a small
247     passage to the east.  A sign floating in midair reads:
247     "DANGER -- BLASTING AREA!  Proceed at your own risk.
247     [Witt Construction Company]"  There is a faint smell of gas
247     which appears to grow stronger near the eastern corridor.
248     You are in a small cavern which is clearly the result of recent
248     excavation work.  There is a small tunnel leading west.
249     Just as you reach the far end of the passage, there is a
249     tremendous explosion which drops several tons of rock in the
249     chamber, crushing you completely in the process.
250     You are in a swirling grey fog.  Moist tendrils caress your skin
250     which seem to draw all warmth from your body.  There is no sound.
251     You have entered into a cavern so vast that its far end is invisible.
251     Before you there is a deep and narrow channel, empty and silent
251     with hardly a trickle of water flowing among the brown and
251     red-stained stones of its bed; but on the near side there is
251     a path, much broken and decayed, that winds its way eastward among
251     the ruined walls and paving-stones of an ancient dwarf highroad.
251     In the other direction, the road turns to the southwest and quickly
251     disappears into a dense fog.
